'	exclamation	lex112884.1_ἒ
Χαλκώδοντος	noun	lex80099.1_χαλκώδων
Χαμαιλέων	noun	lex11372.1_Χαμαιλέων
Χαρίτεσσι	noun	lex79742.1_χάρις
Χαρίτεσσι	noun	lex11292.1_Χάρις
Χαρίτεσσιν	noun	lex79742.1_χάρις
Χαρίτεσσιν	noun	lex11292.1_Χάρις
Χαρίτων	verb	lex80286.1_χαριτόω
Χαρίτων	noun	lex11292.1_Χάρις
Χαρίτων	noun	lex79742.1_χάρις
Χαρίτων	adjective	lex79744.1_χάριτος
Χαῖρις	noun	lex11322.1_Χαίρις
Χαῖρον	verb	lex79820.1_χαίρω
Χείρονι	adjective	lex80380.1_χείρων
Χείρων	noun	lex11419.1_Χείρωνες
Χείρων	verb	lex80581.1_χειρόω
Χείρων	adjective	lex80380.1_χείρων
Χείρων	noun	lex11418.1_Χείρων
Χλούνῃ	noun	lex81003.1_χλοῦνις
Χλούνῃ	noun	lex81001.1_χλούνης
Χλωρίδος	noun	lex11469.1_Χλωρίς
Χλωρὶν	noun	lex11469.1_Χλωρίς
Χλωρὶν	noun	lex81012.1_χλωρίς
Χριστόδωρος	noun	http://data.perseus.org/collections/_Χριστόδωρος
Χρομίον	noun	lex11514.1_Χρομίος
Χρομίος	noun	lex11514.1_Χρομίος
Χρομίον	noun	lex11514.1_Χρομίος
Χρομίος	noun	lex11514.1_Χρομίος
Χρυσίππου	noun	http://data.perseus.org/collections/_Χρυσίππος
Χρυσίππου	noun	lex11543.1_Χρύσιππος
Χρυσηΐδα	noun	lex11524.1_Χρυσηίς
Χρυσηΐδος	noun	lex11524.1_Χρυσηίς
Χρυσηῒς	noun	lex11524.1_Χρυσηίς
Χρυσόθεμις	noun	lex11530.1_Χρυσόθεμις
Χρυσῆς	noun	lex11523.1_Χρυσεύς
Χρυσῆς	adjective	lex81852.1_χρύσεος
Χρόμιν	noun	lex11536.1_Χρόμις
Χρόμιον	noun	lex11535.1_Χρόμιος
Χρόμις	noun	lex11536.1_Χρόμις
Χρόμιόν	noun	lex11535.1_Χρόμιος
Χρύσην	noun	lex11541.1_Χρύσης
Χρύσην	noun	lex11540.1_Χρύση
Χρύσης	noun	lex11540.1_Χρύση
Χρύσης	noun	lex11541.1_Χρύσης
Χρύσιππον	noun	lex11543.1_Χρύσιππος
Χρύσιππον	noun	http://data.perseus.org/collections/_Χρυσίππος
Χρύσιππος	noun	lex11543.1_Χρύσιππος
Χρύσιππος	noun	http://data.perseus.org/collections/_Χρυσίππος
Χρύσου	noun	lex11541.1_Χρύσης
Χρύσου	verb	lex81818.1_χρυσόω
Χωρίζοντας	verb	lex81979.1_χωρίζω
Χωρίζοντες	verb	lex81979.1_χωρίζω
Χία	adjective	lex11561.1_Χῖος
Χίμαιρα	noun	lex79815.1_χίμαιρα
Χίμαιρα	noun	lex11316.1_Χίμαιρα
Χίᾳ	adjective	lex11561.1_Χῖος
Ψαμάθης	noun	lex11571.1_Ψαμάθη
Ψυχοστασίαν	noun	lex82727.1_ψυχοστασία
Ϊαπετὸς	noun	lex2908.1_Ιαπετός
άγ'	noun	lex20282.1_διασφάξ
άγε	noun	lex20282.1_διασφάξ
άγω	noun	lex20282.1_διασφάξ
άδε	noun	lex11593.1_άδος
άτην	noun	http://data.perseus.org/collections/_ατος
έν	verb	lex23940.1_εἰμί
έσαν	verb	lex23940.1_εἰμί
έσσι	verb	lex23940.1_εἰμί
έσται	verb	lex23940.1_εἰμί
έστι	verb	lex23940.1_εἰμί
έστιν	verb	lex23940.1_εἰμί
ί̈δε	noun	lex11598.1_ίδος
ί̈δε	noun	http://data.perseus.org/collections/_ιδος
ί̈δον	noun	http://data.perseus.org/collections/_ιδος
ί̈δον	noun	lex11598.1_ίδος
ίμεν	verb	lex24364.1_εἶμι
αἰ	conjunction	lex23700.1_εἰ
αἰγίδας	noun	lex11639.1_αἰγίς
αἰγίδος	noun	lex11639.1_αἰγίς
αἰγίοχος	adjective	lex11636.1_αἰγίοχος
αἰγίς	noun	lex11639.1_αἰγίς
αἰγιαλούς	noun	lex11653.1_αἰγιαλός
αἰγιαλὸν	noun	lex11653.1_αἰγιαλός
αἰγιαλῷ	noun	lex11653.1_αἰγιαλός
αἰγιόχοιο	adjective	lex11636.1_αἰγίοχος
αἰγονόμοι	adjective	lex11687.1_αἰγονόμος
αἰγὶς	noun	lex11639.1_αἰγίς
αἰγίδα	noun	lex11639.1_αἰγίς
αἰγῶν	noun	lex12258.1_αἴξ
αἰδεσθήσονται	verb	lex11713.1_αἰδέομαι
αἰδεσθεὶς	verb	lex11713.1_αἰδέομαι
αἰδοίη	adjective	lex11729.1_αἰδοῖος
αἰδομένη	verb	lex11713.1_αἰδέομαι
αἰδομένων	verb	lex11713.1_αἰδέομαι
αἰδοῖα	noun	lex11728.1_αἰδοῖον
αἰδοῖα	adjective	lex11729.1_αἰδοῖος
αἰδώς	noun	lex11732.1_αἰδώς
αἰδέσθητι	verb	lex11713.1_αἰδέομαι
αἰδὼς	noun	lex11732.1_αἰδώς
αἰδῶ	noun	lex11731.1_αἰδώ
αἰδῶ	noun	lex11732.1_αἰδώς
αἰεί	adverb	lex84197.1_ἀεί
αἰετὸς	noun	lex84408.1_ἀετός
αἰεὶ	adverb	lex84197.1_ἀεί
αἰεί	adverb	lex84197.1_ἀεί
αἰθέρ'	noun	lex11748.1_αἰθήρ
αἰθέρα	noun	lex11748.1_αἰθήρ
αἰθέρι	noun	lex11748.1_αἰθήρ
αἰθέριον	adjective	lex11746.1_αἰθέριος
αἰθέρος	noun	lex11748.1_αἰθήρ
αἰθήρ	noun	lex11748.1_αἰθήρ
αἰθαλόεν	adjective	lex11755.1_αἰθαλόεις
αἰθαλόεσσαν	adjective	lex11755.1_αἰθαλόεις
αἰθομένοιο	verb	lex12244.1_αἴθω
αἰθούσῆς	noun	lex12236.1_αἴθουσα
αἰθούσῆς	verb	lex12244.1_αἴθω
αἰθριοκοιτεῖν	verb	lex11785.1_αἰθριοκοιτέω
αἰθέρος	noun	lex11748.1_αἰθήρ
αἰκίσασθαι	verb	lex11805.1_αἰκίζομαι
αἰκίσασθαι	verb	lex11806.1_αἰκίζω
αἰκίσηται	verb	lex11805.1_αἰκίζομαι
αἰκείά	noun	lex11804.1_αἰκία
αἰκείαν	noun	lex11804.1_αἰκία
αἰκιζόμενος	verb	lex11805.1_αἰκίζομαι
αἰκιζόμενος	verb	lex11806.1_αἰκίζω
αἰκισθῆναι	verb	lex11805.1_αἰκίζομαι
αἰκισθῆναι	verb	lex11806.1_αἰκίζω
αἰκιστικὸν	adjective	lex11809.1_αἰκιστικός
αἰνίττεσθαι	verb	lex11825.1_αἰνίσσομαι
αἰνίττεται	verb	lex11825.1_αἰνίσσομαι
αἰνισσόμενον	verb	lex11823.1_αἰνίζομαι
αἰνισσόμενον	verb	lex11825.1_αἰνίσσομαι
αἰνισσόμενον	verb	lex11824.1_αἰνίζω
αἰνέτω	adjective	lex11831.1_αἰνετός
αἰνὸν	adjective	lex11879.1_αἰνός
αἰνότατε	adjective	lex11879.1_αἰνός
αἰνᾷ	adjective	lex11879.1_αἰνός
αἰνῶς	adjective	lex11879.1_αἰνός
αἰολίζοντος	verb	lex11888.1_αἰολίζω
αἰπεινῆς	adjective	lex11917.1_αἰπεινός
αἰπεῖα	adjective	lex11932.1_αἰπύς
αἰπόλια	noun	lex11925.1_αἰπόλιον
αἰπύ	adjective	lex11932.1_αἰπύς
αἰπόλῳ	noun	lex11926.1_αἰπόλος
αἰπόλῳ	noun	lex12259.1_αἴπολος
αἰπὺ	adjective	lex11932.1_αἰπύς
αἰπὺν	adjective	lex11932.1_αἰπύς
αἰπὺς	adjective	lex11932.1_αἰπύς
αἰπύν	adjective	lex11932.1_αἰπύς
αἰρομένων	verb	lex12261.1_αἴρω
αἰσθήσεις	noun	lex12264.1_αἴσθησις
αἰσθήσεων	noun	lex12264.1_αἴσθησις
αἰσθήσεως	noun	lex12264.1_αἴσθησις
αἰσθητηρίων	noun	lex11939.1_αἰσθητήριον
αἰσθητόν	adjective	lex11942.1_αἰσθητός
αἰσθόμενος	verb	lex11937.1_αἰσθάνομαι
αἰσθάνηι	verb	lex11937.1_αἰσθάνομαι
αἰσθήσεως	noun	lex12264.1_αἴσθησις
αἰσθόμενος	verb	lex11937.1_αἰσθάνομαι
αἰσχρόν	adjective	lex11994.1_αἰσχρός
αἰσχρὸν	adjective	lex11994.1_αἰσχρός
αἰσχύνης	noun	lex12008.1_αἰσχύνη
αἰσχύνομαι	verb	lex12009.1_αἰσχύνω
αἰσχύνης	noun	lex12008.1_αἰσχύνη
αἰσίῳ	adjective	lex12266.1_αἴσιος
αἰτήματι	noun	lex12268.1_αἴτημα
αἰτήσαντες	verb	lex12011.1_αἰτέω
αἰτήσασθαι	verb	lex12011.1_αἰτέω
αἰτία	adjective	lex12270.1_αἴτιος
αἰτία	noun	lex12013.1_αἰτία
αἰτίαν	adjective	lex12270.1_αἴτιος
αἰτίαν	noun	lex12013.1_αἰτία
αἰτίας	adjective	lex12270.1_αἴτιος
αἰτίας	noun	lex12013.1_αἰτία
αἰτίους	adjective	lex12270.1_αἴτιος
αἰτίων	verb	lex12011.1_αἰτέω
αἰτίων	adjective	lex12270.1_αἴτιος
αἰτίᾳ	noun	lex12013.1_αἰτία
αἰτίᾳ	adjective	lex12270.1_αἴτιος
αἰτεῖ	verb	lex12011.1_αἰτέω
αἰτεῖν	verb	lex12011.1_αἰτέω
αἰτεῖσθαι	verb	lex12011.1_αἰτέω
αἰτεῖται	verb	lex12011.1_αἰτέω
αἰτηθὲν	verb	lex12011.1_αἰτέω
αἰτησαμένη	verb	lex12011.1_αἰτέω
αἰτιατικήν	adjective	lex12030.1_αἰτιατικός
αἰτιατικὴ	adjective	lex12030.1_αἰτιατικός
αἰτιατικὴν	adjective	lex12030.1_αἰτιατικός
αἰτιατικῆς	adjective	lex12030.1_αἰτιατικός
αἰτιατικῇ	adjective	lex12030.1_αἰτιατικός
αἰτιατικῶν	adjective	lex12030.1_αἰτιατικός
αἰτιολογικὸν	adjective	lex12035.1_αἰτιολογικός
αἰτιώδους	adjective	lex12036.1_αἰτιώδης
αἰτιᾶσθαι	verb	lex12027.1_αἰτιάομαι
αἰτοῦνται	verb	lex12011.1_αἰτέω
αἰτία	noun	lex12013.1_αἰτία
αἰτία	adjective	lex12270.1_αἴτιος
αἰτίαν	adjective	lex12270.1_αἴτιος
αἰτίαν	noun	lex12013.1_αἰτία
αἰτῆσαι	verb	lex12011.1_αἰτέω
αἰφνίδιοι	adjective	lex12040.1_αἰφνίδιος
αἰφνίδιον	adjective	lex12040.1_αἰφνίδιος
αἰφνιδίως	adjective	lex12040.1_αἰφνίδιος
αἰφνιδίως	adjective	lex12040.1_αἰφνίδιος
αἰχμάλωτον	adjective	lex12043.1_αἰχμάλωτος
αἰχμάλωτος	adjective	lex12043.1_αἰχμάλωτος
αἰχμαλώτου	adjective	lex12043.1_αἰχμάλωτος
αἰχμητάων	noun	lex12055.1_αἰχμητής
αἰχμητής	noun	lex12055.1_αἰχμητής
αἰχμηταί	noun	lex12055.1_αἰχμητής
αἰχμητοῦ	noun	lex12055.1_αἰχμητής
αἰχμητὴν	noun	lex12055.1_αἰχμητής
αἰχμάλωτοι	adjective	lex12043.1_αἰχμάλωτος
αἰχμῆς	verb	lex12042.1_αἰχμάζω
αἰχμῆς	noun	lex12044.1_αἰχμή
αἰχμῇ	noun	lex12044.1_αἰχμή
αἰχμῇ	verb	lex12042.1_αἰχμάζω
αἰωροῦνται	verb	lex12065.1_αἰωρέω
αἰόλλων	verb	lex12072.1_αἰόλλω
αἰόλοι	adjective	lex12073.1_αἰόλος
αἰόλον	adjective	lex12073.1_αἰόλος
αἰόλος	adjective	lex12073.1_αἰόλος
αἰών	noun	lex12076.1_αἰών
αἰώνιον	adjective	lex12077.1_αἰώνιος
αἰὲν	adverb	lex84197.1_ἀεί
αἱ	article	lex120807.1_ὁ
αἱματοέσσας	adjective	lex12134.1_αἱματόεις
αἱματώδεις	adjective	lex12138.1_αἱματώδης
αἱρετὰ	noun	lex12210.1_αἱρετής
αἱρετὰ	adjective	lex12215.1_αἱρετός
αἱρεῖ	verb	lex12204.1_αἱρέω
αἱρεῖται	verb	lex12204.1_αἱρέω
αἱρουμένοις	verb	lex12204.1_αἱρέω
αἱροῦμαι	verb	lex12204.1_αἱρέω
αἱρέσει	noun	lex12275.1_αἵρεσις
αἱρέσεως	noun	lex12275.1_αἵρεσις
αἲ	conjunction	lex23700.1_εἰ
αἲ	exclamation	lex12217.1_αἴ
αἲξ	noun	lex12258.1_αἴξ
αἳ	pronoun	lex122049.1_ὅς
αἳ	article	lex120807.1_ὁ
αἴ	exclamation	lex12217.1_αἴ
αἴ	conjunction	lex23700.1_εἰ
αἴας	noun	lex12276.1_αἶα
αἴγειον	adjective	lex12220.1_αἴγειος
αἴγλη	noun	lex12227.1_αἴγλη
αἴης	noun	lex12276.1_αἶα
αἴθ'	exclamation	lex24286.1_εἴθε
αἴθ'	adverb	lex24345.1_εἴτε
αἴθ'	conjunction	lex12234.1_αἴθε
αἴθε	conjunction	lex12234.1_αἴθε
αἴθε	exclamation	lex24286.1_εἴθε
αἴθεσθαι	verb	lex12244.1_αἴθω
αἴθοπα	noun	lex12278.1_αἶθοψ
αἴθρη	noun	lex12239.1_αἴθρη
αἴθρην	noun	lex12239.1_αἴθρη
αἴθωνα	noun	lex12245.1_αἴθων
αἴθωνες	noun	lex12245.1_αἴθων
αἴνεε	verb	lex11821.1_αἰνέω
αἴξ	noun	lex12258.1_αἴξ
αἴρει	verb	lex12261.1_αἴρω
αἴροντας	verb	lex12261.1_αἴρω
αἴρων	verb	lex12261.1_αἴρω
αἴσθεσθαι	verb	lex11937.1_αἰσθάνομαι
αἴσθησιν	noun	lex12264.1_αἴσθησις
αἴσθησιν	verb	lex11937.1_αἰσθάνομαι
αἴσια	adjective	lex12266.1_αἴσιος
αἴσιος	noun	lex12286.1_αἶσις
αἴσιος	adjective	lex12266.1_αἴσιος
αἴσχεα	noun	lex12287.1_αἶσχος
αἴσχιστος	adjective	lex11994.1_αἰσχρός
αἴσῃ	noun	lex227.1_Αἶσα
αἴσῃ	noun	lex12286.1_αἶσις
αἴτιοι	adjective	lex12270.1_αἴτιος
αἴτιον	adjective	lex12270.1_αἴτιος
αἴτιον	verb	lex12011.1_αἰτέω
αἴτιος	adjective	lex12270.1_αἴτιος
αἴτιόν	verb	lex12011.1_αἰτέω
αἴτιόν	adjective	lex12270.1_αἴτιος
αἵ	pronoun	lex122049.1_ὅς
αἵ	article	lex120807.1_ὁ
αἵμ'	noun	lex12090.1_αἱμάς
αἵμ'	noun	lex12194.1_αἱμός
αἵματί	noun	lex12289.1_αἷμα
αἵματι	noun	lex12289.1_αἷμα
αἵματος	noun	lex12289.1_αἷμα
αἵρεσιν	noun	lex12275.1_αἵρεσις
αἵρεσις	noun	lex12275.1_αἵρεσις
αἵτινες	pronoun	lex122055.1_ὅστις
αἶα	noun	lex12276.1_αἶα
αἶγα	noun	lex12258.1_αἴξ
αἶγες	noun	lex12258.1_αἴξ
αἶσα	noun	lex227.1_Αἶσα
αἶψα	adverb	lex12288.1_αἶψα
αἷ	article	lex120807.1_ὁ
αἷμ'	noun	lex12289.1_αἷμα
αἷμα	noun	lex12289.1_αἷμα
αἷς	pronoun	lex122049.1_ὅς
αὐγή	noun	lex12300.1_αὐγή
αὐγαῖς	noun	lex12300.1_αὐγή
αὐγὴν	noun	lex12300.1_αὐγή
αὐγῇ	verb	lex12299.1_αὐγέω
αὐγῇ	noun	lex12300.1_αὐγή
αὐγῇ	verb	lex12297.1_αὐγάζω
αὐδήν	noun	lex12309.1_αὐδή
αὐδή	noun	lex12309.1_αὐδή
αὐδήεντα	adjective	lex12310.1_αὐδήεις
αὐδήν	noun	lex12309.1_αὐδή
αὐερύοντα	verb	lex12314.1_αὐερύω
αὐθάδη	adjective	lex12319.1_αὐθάδης
αὐθεντῶν	verb	lex12339.1_αὐθεντέω
αὐθεντῶν	noun	lex12324.1_αὐθέντης
αὐλή	noun	lex12362.1_αὐλή
αὐλίζεται	verb	lex12366.1_αὐλίζομαι
αὐλισμὸν	noun	lex12394.1_αὐλισμός
αὐλούς	noun	lex12420.1_αὐλός
αὐλοὶ	noun	lex12420.1_αὐλός
αὐλοὺς	noun	lex12420.1_αὐλός
αὐλώπιδί	noun	lex12426.1_αὐλῶπις
αὐλὼν	noun	lex12421.1_αὐλών
αὐλώπιδι	noun	lex12426.1_αὐλῶπις
αὐλῆς	verb	lex12361.1_αὐλέω
αὐλῆς	noun	lex12362.1_αὐλή
αὐλῶν	verb	lex12361.1_αὐλέω
αὐλῶν	noun	lex12362.1_αὐλή
αὐλῶν	noun	lex12420.1_αὐλός
αὐλῶπις	noun	lex12426.1_αὐλῶπις
αὐξήσει	verb	lex12429.1_αὐξάνω
αὐξήσει	noun	lex13017.1_αὔξησις
αὐξήσεις	verb	lex12429.1_αὐξάνω
αὐξήσεις	noun	lex13017.1_αὔξησις
αὐξήσεως	noun	lex13017.1_αὔξησις
αὐξήσῃ	noun	lex13017.1_αὔξησις
αὐξήσῃ	verb	lex12429.1_αὐξάνω
αὐξηθεὶς	verb	lex12429.1_αὐξάνω
αὐξηθέντα	verb	lex12429.1_αὐξάνω
αὐξήσεως	noun	lex13017.1_αὔξησις
αὐτ'	pronoun	lex12917.1_αὐτός
αὐτά	pronoun	lex12917.1_αὐτός
αὐτή	pronoun	lex12917.1_αὐτός
αὐτήν	pronoun	lex12917.1_αὐτός
αὐτίκ'	adverb	lex12481.1_αὐτίκα
αὐτίκα	adverb	lex12481.1_αὐτίκα
αὐταί	pronoun	lex12917.1_αὐτός
αὐταὶ	pronoun	lex12917.1_αὐτός
αὐταῖς	pronoun	lex12917.1_αὐτός
αὐτοί	pronoun	lex12917.1_αὐτός
αὐτοσχεδίην	adjective	lex12753.1_αὐτοσχέδιος
αὐτοσχεδίη	adjective	lex12753.1_αὐτοσχέδιος
αὐτοτελεῖς	adjective	lex12771.1_αὐτοτελής
αὐτοτελὲς	adjective	lex12771.1_αὐτοτελής
αὐτοτελὴς	adjective	lex12771.1_αὐτοτελής
αὐτοτελῆ	adjective	lex12771.1_αὐτοτελής
αὐτουργίαν	noun	lex12782.1_αὐτουργία
αὐτουργοὶ	adjective	lex12784.1_αὐτουργός
αὐτούς	pronoun	lex12917.1_αὐτός
αὐτοὶ	pronoun	lex12917.1_αὐτός
αὐτοὺς	pronoun	lex12917.1_αὐτός
αὐτούς	pronoun	lex12917.1_αὐτός
αὐτοῖς	pronoun	lex12917.1_αὐτός
αὐτοῖσι	pronoun	lex12917.1_αὐτός
αὐτοῖσιν	pronoun	lex12917.1_αὐτός
αὐτοῦ	pronoun	lex12917.1_αὐτός
αὐτοῦ	adverb	lex12826.1_αὐτοῦ
αὐτό	pronoun	lex12917.1_αὐτός
αὐτόγυον	adjective	lex12837.1_αὐτόγυος
αὐτόθεν	adverb	lex12851.1_αὐτόθεν
αὐτόθι	adverb	lex12856.1_αὐτόθι
αὐτόμαται	adjective	lex12881.1_αὐτόματος
αὐτόν	pronoun	lex12917.1_αὐτός
αὐτός	pronoun	lex12917.1_αὐτός
αὐτόχειρας	noun	lex12955.1_αὐτόχειρ
αὐτὰ	pronoun	lex12917.1_αὐτός
αὐτὰρ	particle	lex96597.1_ἀτάρ
αὐτὰς	pronoun	lex12917.1_αὐτός
αὐτάρκης	adjective	lex12476.1_αὐτάρκης
αὐτάρκης	verb	lex12491.1_αὐταρκέω
αὐτάς	pronoun	lex12917.1_αὐτός
αὐτὴ	pronoun	lex12917.1_αὐτός
αὐτὴν	pronoun	lex12917.1_αὐτός
αὐτήν	pronoun	lex12917.1_αὐτός
αὐτίκ'	adverb	lex12481.1_αὐτίκα
αὐτίκα	adverb	lex12481.1_αὐτίκα
αὐτὸ	pronoun	lex12917.1_αὐτός
αὐτὸν	pronoun	lex12917.1_αὐτός
αὐτὸς	pronoun	lex12917.1_αὐτός
αὐτό	pronoun	lex12917.1_αὐτός
αὐτόθι	adverb	lex12856.1_αὐτόθι
αὐτόμαται	adjective	lex12881.1_αὐτόματος
αὐτόν	pronoun	lex12917.1_αὐτός
αὐτός	pronoun	lex12917.1_αὐτός
αὐτόχειρ	noun	lex12955.1_αὐτόχειρ
αὐτόχθονες	adjective	lex12958.1_αὐτόχθων
αὐτὼ	pronoun	lex12917.1_αὐτός
αὐτώ	pronoun	lex12917.1_αὐτός
αὐτ᾽	pronoun	lex12917.1_αὐτός
αὐτῆς	pronoun	lex12917.1_αὐτός
αὐτῇ	pronoun	lex12917.1_αὐτός
αὐτῶ	adverb	lex12826.1_αὐτοῦ
αὐτῶ	pronoun	lex12917.1_αὐτός
αὐτῷ	pronoun	lex12917.1_αὐτός
αὐτῶν	pronoun	lex12917.1_αὐτός
αὐτῷ	pronoun	lex12917.1_αὐτός
αὐχέν'	noun	lex12973.1_αὐχήν
αὐχένα	noun	lex12973.1_αὐχήν
αὐχένας	noun	lex12973.1_αὐχήν
αὐχένος	noun	lex12973.1_αὐχήν
αὐχεῖν	verb	lex12971.1_αὐχέω
αὐχμός	noun	lex12993.1_αὐχμός
αὐχένα	noun	lex12973.1_αὐχήν
αὐχένος	noun	lex12973.1_αὐχήν
αὑτοῖς	pronoun	lex111852.1_ἑαυτοῦ
αὑτὰ	pronoun	lex111852.1_ἑαυτοῦ
αὑτὴ	pronoun	lex12917.1_αὐτός
αὑτὸ	pronoun	lex111852.1_ἑαυτοῦ
αὑτὸν	pronoun	lex111852.1_ἑαυτοῦ
αὑτῆς	pronoun	lex111852.1_ἑαυτοῦ
αὔας	adjective	lex13046.1_αὖος
αὔλακα	noun	lex13043.1_αὖλαξ
αὔλακος	noun	lex13043.1_αὖλαξ
αὔξει	verb	lex12429.1_αὐξάνω
αὔξει	noun	lex13045.1_αὖξις
